id,url,english_text,texts
vocabulary-sample-4002,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4002.mp3,It was your own fault.,"[""تقصیر خودت بود.""]"
vocabulary-6623,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6623.mp3,interview appointment,"[""وقت مصاحبه""]"
vocabulary-sample-4000,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4000.mp3,I've got an interview appointment at 4 today.,"[""امروز ساعت چهار وقت مصاحبه دارم.""]"
vocabulary-6619,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6619.mp3,further (one's) studies,"[""ادامه تحصيل دادن""]"
vocabulary-sample-3996,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3996.mp3,"After 20 years of being out of school, he (or she) wants to further his (or her) studies","[""بعد از بیست سال دوری از درس میخواد (می خواهد) ادامه تحصیل بده.""]"
vocabulary-6626,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6626.mp3,see no reason,"[""دلیلی ندیدن""]"
vocabulary-sample-4003,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4003.mp3,I see no reason to wait longer.,"[""دلیلی نمی بینم بیشتر از این منتظر بمونم (بمانم).""]"
vocabulary-6622,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6622.mp3,expire,"[""اعتبار (چیزی) تمام شدن""]"
vocabulary-sample-3999,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3999.mp3,His (or her) visa expired 3 months ago.,"[""اعتبار ویزاش سه ماه پیش تموم (تمام) شد.""]"
vocabulary-6621,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6621.mp3,I'm afraid,"[""میترسم""]"
vocabulary-sample-3998,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3998.mp3,I'm afraid it'll rain and all the blossoms will fall.,"[""میترسم بارون (باران) بیاد (بیاید) و همه شکوفه ها بریزن (بریزند).""]"
transcript_1331-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/1.mp3,I'd like to reserve a table for tomorrow night but had a question before that.,"[""میخواستم برای فردا شب یه (یک) میز رزرو کنم ولی قبلش یه (یک) سئوال داشتم."", ""mikhaastam baraaye fardaa shab ye (yek) miz rezerv konam vali qablesh ye (yek) so'aal daashtam.""]"
transcript_1331-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/2.mp3,Sure. Please go ahead.,"[""خواهش میکنم. بفرمایید."", ""khaahesh mikonam. befarmaayid.""]"
transcript_1331-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/3.mp3,Is there a dish suitable for vegetarians on your menu?,"[""شما تو منوتون (منوی‌تان) غذای مناسب برای گیاهخوارام (گیاهخواران هم) دارین (دارید)؟"", ""shomaa too menotoon (menoyetaan) ghazaa-ye monaaseb baraaye giyaah khaaraam (giyaah khaaraan ham) daarin (daarid)?""]"
transcript_1331-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/4.mp3,"Yes, we've recently added vegetarian dishes to our menu.","[""بله. ما اخیراً غذاهای گیاهی به منومون (منوی‌مان) اضافه کردیم."", ""bale. maa akhiran ghazaa-ye giyaahi be menomoon (menooyemaan) ezaafe kardim.""]"
transcript_1331-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/5.mp3,"Someone in our party is allergic to coriander. I'd like to make sure, if it's possible for you, if there's coriander in a dish she'd be able to order it without coriander.","[""یکی از همراهانمون (همراهانمان) به گشنیز حساسیت داره (دارد). می‌خواستم مطمئن شم (بشم) که براتون (برایتان)‌ امکانش هست که اگر گشنیز تو (در) غذایی هست، ایشون بتونن (ایشان بتوانند) بدون گشنیزشو (گشنیزش را) سفارش بدن (بدهند)."", ""yeki az hamraahaanemoon (hamraahaanemaan) be geshniz hassaasiyat daare (daarad). mikhaastam motma'en sham (shavam) ke baraatoon (baraayetaan) emkaanesh hast ke agar geshniz too (dar) ghazaa-yi hast, ishoon betoonan (betavaanand) bedoon-e geshnizesh-o (geshnizash raa) sefaaresh bedan (bedahand).""]"
transcript_1331-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/6.mp3,"Yes, there's no problem. But let me ask our chef for advice in this regard as well. May I have your name?","[""بله مشکلی نیست. ولی اجازه بدین (بدهید) من با سرآشپزمون (سرآشپزمان) در این مورد مشورت کنم. اسم شریفتون (شریفتان)؟"", ""bale. moshkeli nist. vali ejaaze bedin (bedahid) man baa sar-aashpazemoon-am (sar-aashpazemaan ham) dar in mored mashverat konam. esm-e sharifetoon (sharifetaan)?""]"
transcript_1331-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/7.mp3,I'm Esfehani.,"[""اصفهانی هستم."", ""esfehaani hastam.""]"
transcript_1331-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/8.mp3,"Ms. Esfehani! May I have your number, please? I'll talk to the chef and let you know the result.","[""خانم اصفهانی! شماره تماستون رو (تماستان را) لطف می‌کنین (لطف می‌کنید)؟ با سرآشپز صحبت میکنم، نتیجه رو (را) بهتون (به شما)‌ خبر می‌دم (می‌دهم)."", ""khaanoom-e esfehaani! shomaare tamaasetoon ro (tamaasetaan raa) lotf mikonin (mikonid)? baa sar-aahpaz sohbat mikonam natija ro (natije raa) behetoon (be shomaa) khabar midam (midaham).""]"
transcript_1331-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/9.mp3,Thank you. 0912-250-3489.,"[""ممنونم. ۰۹۱۲۲۵۰۳۴۸۹ ."", ""mamnoonam. sefr nohsad-o davaazdah devist-o panjaah si-yo chaahaar hashtaad-o noh.""]"
transcript_1331-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/10.mp3,Thank you. How many are there in your party? And what time would you like to come in?,"[""ممنونم. چند نفر همراهتون هستن (همراهتان هستند) و چه ساعتی تشریف میارین (می آورید)؟"", ""mamnoonam. chand nafar hamraahetoon (hamraahetaan) hastan (hastand) va che saa'ati tashrif miyaarin (miyaavarid)?""]"
transcript_1331-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/11.mp3,We're four. Around eight thirty.,"[""چهار نفر هستیم. حدود ساعت هشت و نیم."", ""chaahaar nafar hastim. hodood saa'at hasht-o nim.""]"
transcript_1331-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1331/12.mp3,I'll be sure to contact you today.,"[""امروز حتماً باهاتون (با شما) تماس می‌گیرم."", ""emroooz hatman baahaatoon (baa shomaa) tamaas migiram.""]"
vocabulary-3126,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3126.mp3,to make sure,"[""مطمئن شدن""]"
vocabulary-sample-3973,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3973.mp3,"First, make sure how many people will come to your party.","[""اول مطمئن شو چند نفر میان مهمونیت (مهمانیت).""]"
vocabulary-sample-2698,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/2698.mp3,Make sure to call Mr. Miller and give him the details.,"[""مطمئن شو به آقای میلر زنگ می‌زنی و جزئیات را به او میدهی‌.""]"
vocabulary-1809,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/1809.mp3,vegetarian,"[""گیاهخوار""]"
vocabulary-sample-3971,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3971.mp3,The number of vegetarians is relatively low in Iran.,"[""تعداد گیاهخوارا (گیاهخواران) تو (در) ایران نسبتاً کمه (کم است).""]"
vocabulary-sample-1636,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/1636.mp3,"""The number of vegetarians is relatively low in Iran.""","[""تعداد گیاهخوارها در ایران نسبتاً کم است.""]"
vocabulary-6627,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6627.mp3,before,"[""قبل""]"
vocabulary-sample-4004,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4004.mp3,Eat breakfast before going to school.,"[""قبل از اینکه بری (بروی) مدرسه صبحانه بخور.""]"
939041,https://d1pra95f92lrn3.cloudfront.net/audio/939041.mp3,coriander,"[""گشنیز""]"
vocabulary-sample-4008,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4008.mp3,Are you allergic to coriander?,"[""به گشنیز حساسیت داری؟""]"
754576,https://d1pra95f92lrn3.cloudfront.net/audio/754576.mp3,chef,"[""سرآشپز""]"
vocabulary-sample-4009,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4009.mp3,I'm looking for a new chef.,"[""دنبال یه (یک) سرآشپز جدیدم.""]"
vocabulary-6630,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6630.mp3,add,"[""اضافه کردن""]"
vocabulary-sample-4007,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4007.mp3,Add this to the shopping list.,"[""اینم (این را هم) به لیست خرید اضافه کن.""]"
116418,https://d1pra95f92lrn3.cloudfront.net/audio/116418.mp3,recently,"[""اخیراً""]"
vocabulary-sample-4006,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4006.mp3,Your skin looks so good recently.,"[""اخیراً خیلی پوستت خوب شده (است).""]"
vocabulary-6628,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6628.mp3,suitable,"[""مناسب""]"
vocabulary-sample-4005,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4005.mp3,This outfit's not suitable for the workplace.,"[""این لباس مناسب محل کار نیست.""]"
transcript_1334-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/1.mp3,I'm not going to Uncle's party.,"[""من نمیام (نمی‌آیم) مهمونی (مهمانی) عموی‌اینا."", ""man nemiyaam (nemi-aayam) mehmooni-ye amoo'inaa.""]"
transcript_1334-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/2.mp3,But yesterday you said you would go!,"[""دیروز گفتی میای (می آیی) که!"", ""dirooz gofti miyaay (mi aayi) ke?""]"
transcript_1334-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/3.mp3,"I've got a test tomorrow. I thought I would be finished (studying for the test) by then, but I've got a bit of review left to do. If I went, I'd be all anxious for my test.","[""فردا امتحان دارم. فکر میکردم برسم تا امشب تموم (تمام) کنم ولی هنوز یک کم از دوره ام مونده (مانده است). اگر بیام (بیایم) همش دلشوره امتحانمو (امتحانم را) دارم."", ""fardaa emtehan daaram. fekr mikardam beresam taa emshab tamoom (tamaam) konam vali hanooz yek kam az doram (dore-am) moonde (maande ast). agar biyaam (biyaayam) hamash delshoore-ye emtehaanam-o (emtehaanam raa) daaram.""]"
transcript_1334-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/4.mp3,"Well, come in but go back early.","[""خب بیا ولی زود برگرد."", ""khob biyaa vali zood bargard.""]"
transcript_1334-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/5.mp3,I can't.,"[""نمی تونم (نمی توانم)."", ""nemitoonam (nemitavaanam).""]"
transcript_1334-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/6.mp3,"If you didn't show up, your uncle and aunt would be upset! Your aunt said she was going to make you the soup that you like!","[""نیای (نیایی) عموت‌اینا ناراحت میشن (می‌شوند)! زن عموت (عمویت) گفت می‌خواد (می‌خواهد) برات (برایت) سوپی که دوست داری بپزه (بپزد)!"", ""nayaay (nayaayi) amoot-inaa naraahat mishan (mishavand)! zan amoot (amooyat) goft mikhaad (mikhaahad) baraat (baraayat) sooppi ke doost daari bepaze (bepazad)!""]"
transcript_1334-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/7.mp3,"If I went, I might mess up my test.","[""اگر بیام ممکنه (ممکن است) امتحانمو (امتحانم را) خراب کنم."", ""agar biyaam (biyaayam) momkene (momken ast) emtehaanam-o (emtehaanam raa) kharaab konam.""]"
transcript_1334-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/8.mp3,"Well, bring along your textbooks and notes and study there.","[""خوب کتاب و جزوه هاتو (هایت را) بیار (بیاور) اونجا (آنجا) درس بخون (بخوان)."", ""khob ketaab-o jozve-haat-o (haayat raa) biyaar (biyaavar) oonjaa (aanjaa) dars bekhoon (bekhaan).""]"
transcript_1334-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/9.mp3,"Dad, who can study in such a noisy place?","[""بابا تو (در) اون (آن) شلوغی کی (چه کسی) میتونه (می تواند) درس بخونه (بخواند)؟"", ""baabaa too (dar) oon (aan) shoolooghi ki (che kasi) mitoone (mitavaanad) dars bekhoone (bekhaanad)?""]"
transcript_1334-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1334/10.mp3,"Ok, suit yourself! But you (yourself) should call your aunt and tell her you're not going!","[""باشه هرجور راحتی! ولی خودت زنگ بزن به زن عموت (عمویت) و بهش (به او) بگو نمیای (نمی آیی)!"", ""baashe har joor raahati! vali khodet zang bezan be zan amoot (amooyat) -o (va) behesh (be oo) begoo nemiyaay (nemiyaayi)!""]"
vocabulary-6633,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6633.mp3,be anxious,"[""دلشوره داشتن""]"
vocabulary-sample-4010,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4010.mp3,I'm anxious.,"[""دلشوره دارم.""]"
vocabulary-3773,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3773.mp3,review,"[""دوره""]"
vocabulary-sample-3975,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3975.mp3,"Before the test, I must review one more time.","[""قبل از امتحان، باید یه (یک) بار دوره کنم.""]"
vocabulary-6635,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6635.mp3,mess up,"[""خراب کردن""]"
vocabulary-sample-4012,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4012.mp3,He (or she) messed up the entrance exam.,"[""آزمون ورودیو (ورودی را)‌ خراب کرد.""]"
776803,https://d1pra95f92lrn3.cloudfront.net/audio/776803.mp3,left,"[""مانده""]"
vocabulary-sample-4011,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4011.mp3,How much money is left?,"[""چقدر پول مونده (مانده است)؟""]"
vocabulary-3929,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/3929.mp3,material,"[""جزوه""]"
vocabulary-sample-3976,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3976.mp3,I left my notes in the classroom.,"[""جزوه امو (جزوه ام را) تو (در) کلاس جاگذاشتم.""]"
vocabulary-sample-3104,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3104.mp3,Her professor asked her to hand out the new material to her classmates.,"[""استادش از او خواست تا جزوه جدید را بین همکلاسی هایش تقسیم کند.""]"
vocabulary-6637,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6637.mp3,suit yourself,"[""هرجور راحتی""]"
vocabulary-sample-4014,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4014.mp3,And I told him (or her): ‘Suit yourself!’,"[""منم (من هم) بهش (به او) گفتم: \""هرجور راحتی!\""""]"
vocabulary-6636,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6636.mp3,a noisy place,"[""شلوغی""]"
vocabulary-sample-4013,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4013.mp3,How can you sleep in this noise?,"[""تو (در) این شلوغی چطوری می تونی (می توانی) بخوابی؟""]"
transcript_1335-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/1.mp3,Since what year did you start your artistic activities?,"[""از چه سالی فعالیت هنریتونو (هنریتان را) شروع کردین (کردید)؟"", ""az cheh saali fa'aaliyat-e hanaritoon-o (honariyetaan raa) shooroo' kardin (kardid)?""]"
transcript_1335-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/2.mp3,"I was born in Babol, and I moved to Tehran with my family in my teens. I then entered vocational school. One year into vocational school, a couple of my classmates and I formed a band and started our live performances in different spots around the city.","[""من متولد بابل هستم و تو (در) نوجوانی به همراه خانواده ام به تهران اومدم (آمدم). وارد هنرستان شدم. یه (یک) سال بعد از ورودم به هنرستان، با چند تا از همکلاسیام (همکلاسی هایم) یه گروه تشکیل دادیم و تو (در) نقاط مختلف شهر اجراهای زنده مونو (زنده مان را) شروع کردیم."", ""man moteval-led-e baabol hastam va too (dar) nojavaani beh hamraah-e khaanevaadam (khaanevaadeh am) beh tehraan oomadam (aamadam). vaared-e honarestaan shodam. yeh (yek) saal ba'd az voroodam beh honarestaan, baa chand taa az hamkelaasiyaam (ham kelaasi haa yam) yeh (yek) gorooh tashkil daadim -o (va) too (dar) noghaat-e mokhtalef-e shahr ejraahaay-e zendamoon-o (zendeh maan raa) shooroo' kardim.""]"
transcript_1335-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/3.mp3,What was your family's reaction to your decision of entering into the music world?,"[""واکنش خانواده تون (خانواده تان) نسبت به تصمیم شما برای ورود به دنیای موسیقی چی (چه) بود؟"", ""vaakonesh-e khaanevaadatoon (khaanevaadeh taan) nesbat beh tasmim-e shomaa baraay-e vorood beh donyaay-e moosighi chi (cheh) bood?""]"
transcript_1335-4,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/4.mp3,"My father loves Iranian music and rooted for me. My mother used to say ""You can't make money from art"", though. But now, she always sits in the first row in my concerts.","[""پدرم عاشق موسیقی ایرانیه (ایرانی است) و از من خیلی حمایت می کرد. ولی مادرم میگفت از هنر نون (نان) در نمیاد (نمی آید) (خنده). ولی الان همیشه تو (در) کنسرتام (کنسرت هایم) تو (در) ردیف اول میشینه (می شیند)."", ""pedaram aa'shegh-e moosighi-ye iraaniyeh (iraani ast) -o (va) az man kheyli hemaayat mikard. vali maadaram migoft az honar noon (naan) dar nemiyaad (nemi aayad) (laughing). vali aalaan hamisheh too (dar) konsertaam (konsert haa yam) too (dar) radif-e av-val mishineh (mishinad).""]"
transcript_1335-5,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/5.mp3,"Speaking of concerts, it's been a while since you put one on.","[""صحبت از کنسرت شد. مدتیه (مدتی است) که کنسرت نذاشتین (نگذاشتید)."", ""sohbat az konsert shod. modat-tiyeh (mod-dati ast) keh konsert nazaashtin (nagozaashtid).""]"
transcript_1335-6,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/6.mp3,"Yes, I'm busy working on my new album.","[""بله مشغول کار روی آلبوم جدیدم هستم."", ""baleh.mashghool-e kaar rooy-e aalbom-e jadidam hastam.""]"
transcript_1335-7,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/7.mp3,What good news! When will it be released?,"[""چه خبر خوبی! آلبوم جدیدتون (جدیدتان) کی منتشر میشه (می شود)؟"", ""cheh khabar-e khoobi! aalbom-e jadidetoon (jadidetaan) key montasher misheh (mishavad)?""]"
transcript_1335-8,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/8.mp3,"All the band members are doing their best for the album to be out late this fall, if God wills (inshallah).","[""همه اعضای گروه دارن (دارند) تمام تلاششونو (تلاششان را)‌ میکنن (می کنند) که انشالله اواخر پاییز امسال بیرون بیاد (بیاید)"", ""hamey-e a'zaay-e goorooh daaran (daarand) talaash mikonan (mikonand) keh enshaa'alaah avaakher-e paayiz-e emsaal aalbom-o bedim (bedahim) biroon.""]"
transcript_1335-9,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/9.mp3,What age do you think is the best to start music lessons? Especially for those who'd like to pursue music professionally.,"[""شما چه سنی رو (را) برای شروع یادگیری موسیقی مناسب می دونین (می دانید)؟ مخصوصا برای کسانی که دوست دارن (دارند) موسیقی رو (را) به صورت حرفه ای دنبال کنن (کنند)."", ""shomaa cheh sen-ni ro (raa) baraay-e shorro'e yaadgiri-ye moosighi monaaseb midoonin (mi daanid)? makhsoosan baraay-e kasaani keh doost daaran (daarand) moosighi ro (raa) beh soorat-e herfei donbaal konan (konand).""]"
transcript_1335-10,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/10.mp3,"I myself started at the age of 5 with Tonbak. I was 10 when I started Iranian violin lessons. At 16, I began singing. And in general, in my opinion, if families see a talent for music in their children, they should take music education seriously at an early age.","[""من خودم از پنج سالگی با تنبک شروع کردم. ده سالم بود که شروع به یادگیری نواختن ویولن ایرانی کردم. تو (در) شونزده (شانزده) سالگیم (سالگی هم) وارد حوزه آواز شدم. و در کل به نظرم اگر خانواده ها در فرزندانشون (فرزندانشان) استعداد موسیقی می ببینن (می ببیند) حتما در سنین پایین آموزش موسیقی رو (را) جدی بگیرن (بگیرند)."", ""man khodam az panj saalegi baa tonbak shooroo' kardam. dah saalam bood keh shooroo' beh yaadgiri-ye navaakhtan-e viyolon-e iraani kardam. too (dar) shoonzdah (shaanzdah) saalegiyam (saalegi ham) vaared-e hoze-ye aavaaz shodam. va dar kol beh nazaram agar khaanevaadeh haa dar farzandaaneshoon (farzandaaneshaan) est'edaad-e mooshighi mibinan (mibinand) hatman dar senin-e paayin aamoozesh-e moosighi ro (raa) jed-di begiran (begirand).""]"
transcript_1335-11,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/11.mp3,Thank you very much for (giving us) your time.,"[""خیلی ممنون از اینکه وقتتونو (وقتتان را) در اختیار ما گذاشتین (گذاشتید)."", ""kheyli mamnoon az inkeh vaghtetoon-o (vaght-e taan raa) dar ekhtiyaar-e maa gozaashtin (gozaashtid).""]"
transcript_1335-12,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1335/12.mp3,Thank you for having me on your show.,"[""ممنون از اینکه منو (من را) تو (در) برنامه تون (برنامه تان) داشتین (داشتید)."", ""mamnoon az inkeh man-o (man raa) too (dar) barnaama-toon (barnaameh taan) daashtin (daashtid).""]"
vocabulary-6638,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6638.mp3,artistic activity,"[""فعالیت هنری""]"
vocabulary-sample-4015,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4015.mp3,He (or she) started his (or her) artistic activity in his (or her) 50’s.,"[""فعالیت هنریشو (هنریش را) تو (در) پنجاه سالگی شروع کرد.""]"
116203,https://d1pra95f92lrn3.cloudfront.net/audio/116203.mp3,classmate,"[""همکلاسی""]"
vocabulary-sample-7812,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/7812.mp3,Sarah was my classmate at the university.,"[""سارا در دانشگاه همکلاسی من بود.""]"
vocabulary-sample-7811,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/7811.mp3,college classmate,"[""همکلاسی کالج""]"
vocabulary-sample-7810,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/7810.mp3,The classmates are waiting for the bus.,"[""همکلاسی ها در انتظار اتوبوس هستند.""]"
vocabulary-sample-7809,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/7809.mp3,The classmates are friends.,"[""همکلاسی ها دوست هستند.""]"
vocabulary-sample-3977,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/3977.mp3,He (or she) got married to his (or her) high school classmate.,"[""با همکلاسی دبیرستانش ازدواج کرد.""]"
vocabulary-6640,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6640.mp3,reaction,"[""واکنش""]"
vocabulary-sample-4017,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4017.mp3,What was their reaction?,"[""واکنششون (واکنش شان) چی (چه) بود؟""]"
vocabulary-6644,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6644.mp3,take seriously,"[""جدی گرفتن""]"
vocabulary-sample-4021,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4021.mp3,Don't take yourself so seriously.,"[""خیلی خودتو (خودت را) جدی نگیر.""]"
vocabulary-6645,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6645.mp3,allow someone to use something,"[""در اختیار کسی گذاشتن""]"
vocabulary-sample-4022,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4022.mp3,They allowed us to use their vacation house.,"[""ویلاشونو (ویلایشان را) در اختیارمون (مان) گذاشتن (گذاشتند).""]"
1656114,https://d1pra95f92lrn3.cloudfront.net/audio/1656114.mp3,singing,"[""آواز""]"
vocabulary-sample-4020,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4020.mp3,How many hours a day do you rehearse singing?,"[""چند ساعت تو (در) روز تمرین آواز می کنی؟""]"
vocabulary-6639,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6639.mp3,art school,"[""هنرستان""]"
vocabulary-sample-4016,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4016.mp3,How much is the annual tuition fee of this art school?,"[""شهریه سالیانه این هنرستان چقدره (چقدر است)؟""]"
1640127,https://d1pra95f92lrn3.cloudfront.net/audio/1640127.mp3,follow,"[""دنبال کردن""]"
vocabulary-sample-4019,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4019.mp3,Pursue your dreams.,"[""رویاهایت را دنبال کن.""]"
vocabulary-6641,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/6641.mp3,come out,"[""بیرون آمدن""]"
vocabulary-sample-4018,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/vocabulary/sample/4018.mp3,Our new album came out last month.,"[""آلبوم جدیدمون (مان) ماه قبل بیرون اومد (آمد).""]"
transcript_1336-1,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1336/1.mp3,"Well, tell me how was school today?","[""خب تعریف کن ببینم مدرسه چطور بود امروز؟"", ""khob ta'rif kon bebinam madrese chetor bood emrooz?""]"
transcript_1336-2,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1336/2.mp3,Today we had an earthquake drill.,"[""امروز مانور زلزله داشتیم."", ""emrooz maanovr-e zelzele daashtim.""]"
transcript_1336-3,https://cdn.innovativelanguage.com/persianpod101/learningcenter/audio/transcript_1336/3.mp3,What did you learn?,"[""چیا (چه چیزهایی) یاد گرفتی؟"", ""chiyaa (che chiz-haa-yi) yaad gerefti?""]"
